[2025-05-13 00:41:22] [INFO    ] discord.client: logging in using static token
[2025-05-13 00:41:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:24] [DEBUG   ] discord.state: Processed a chunk for 577 members in guild ID 930870983554900009.
[2025-05-13 00:41:26] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-05-13 00:41:26] [DEBUG   ] discord.client: Dispatching event ready
[2025-05-13 00:41:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '688735682335735923', 'timestamp': 1747089692, 'member': {'user': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'display_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371416951083237386', 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:31] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-13 00:41:31] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-13 00:41:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 5, 'op': 0, 'd': {'user_id': '688735682335735923', 'timestamp': 1747089700, 'member': {'user': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'display_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371416951083237386', 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:40] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-13 00:41:40] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-13 00:41:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-12T22:41:42.783000+00:00', 'pinned': False, 'nonce': '1371618368678789120', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371618369740083213', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!setrole You are a boomer', 'components': [], 'channel_type': 0, 'channel_id': '1371416951083237386', 'author': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'attachments': [], 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:42] [DEBUG   ] discord.client: Dispatching event message
[2025-05-13 00:41:42] [DEBUG   ] discord.client: Dispatching event command
[2025-05-13 00:41:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-12T22:41:43.031000+00:00', 'pinned': False, 'nonce': '17878535639179680816', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1371616210541871190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-12T22:33:08.083227+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371618370780266609', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '✅ Chatbot Role updated.', 'components': [], 'channel_type': 0, 'channel_id': '1371416951083237386', 'author': {'username': 'ogAI', 'public_flags': 0, 'primary_guild': None, 'id': '1371417523597082634', 'global_name': None, 'discriminator': '9954', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '64c9f20a4f05310c24d611b4064de84d'}, 'attachments': [], 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:43] [DEBUG   ] discord.client: Dispatching event message
[2025-05-13 00:41:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371416951083237386/messages with {"content":"\u2705 Chatbot Role updated.","components":[],"nonce":"17878535639179680816","enforce_nonce":true,"tts":false} has returned 200
[2025-05-13 00:41:43] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-05-13 00:41:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371416951083237386/messages has received {'type': 0, 'content': '✅ Chatbot Role updated.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-12T22:41:43.031000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1371618370780266609', 'channel_id': '1371416951083237386', 'author': {'id': '1371417523597082634', 'username': 'ogAI', 'avatar': '64c9f20a4f05310c24d611b4064de84d', 'discriminator': '9954', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'f9fb6835078d303460eacf72ee00e4fe', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17878535639179680816'}
[2025-05-13 00:41:43] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-13 00:41:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '688735682335735923', 'timestamp': 1747089711, 'member': {'user': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'display_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371416951083237386', 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:51] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-13 00:41:51] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-13 00:41:53] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1371416951083237386/messages/1371618370780266609 with None has returned 204
[2025-05-13 00:41:53] [DEBUG   ] discord.http: DELETE /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (c51d12acd501bc2e6c76ab191408bd45).
[2025-05-13 00:41:53] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1371416951083237386/messages/1371618370780266609 has received 
[2025-05-13 00:41:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 9, 'op': 0, 'd': {'id': '1371618370780266609', 'channel_id': '1371416951083237386', 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:53] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-05-13 00:41:53] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-05-13 00:41:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-12T22:41:59.876000+00:00', 'pinned': False, 'nonce': '1371618440242003968', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371618441433448568', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Now, tell me a war story', 'components': [], 'channel_type': 0, 'channel_id': '1371416951083237386', 'author': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'attachments': [], 'guild_id': '930870983554900009'}}
[2025-05-13 00:41:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:41:59] [DEBUG   ] discord.client: Dispatching event message
[2025-05-13 00:42:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-12T22:42:00.151000+00:00', 'pinned': False, 'nonce': '3937681554199494167', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1371616210541871190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-12T22:33:08.083227+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371618442586624111', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🤔 Thinking...', 'components': [], 'channel_type': 0, 'channel_id': '1371416951083237386', 'author': {'username': 'ogAI', 'public_flags': 0, 'primary_guild': None, 'id': '1371417523597082634', 'global_name': None, 'discriminator': '9954', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '64c9f20a4f05310c24d611b4064de84d'}, 'attachments': [], 'guild_id': '930870983554900009'}}
[2025-05-13 00:42:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:42:00] [DEBUG   ] discord.client: Dispatching event message
[2025-05-13 00:42:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371416951083237386/messages with {"content":"\ud83e\udd14 Thinking...","components":[],"nonce":"3937681554199494167","enforce_nonce":true,"tts":false} has returned 200
[2025-05-13 00:42:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371416951083237386/messages has received {'type': 0, 'content': '🤔 Thinking...', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-12T22:42:00.151000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1371618442586624111', 'channel_id': '1371416951083237386', 'author': {'id': '1371417523597082634', 'username': 'ogAI', 'avatar': '64c9f20a4f05310c24d611b4064de84d', 'discriminator': '9954', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'f9fb6835078d303460eacf72ee00e4fe', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3937681554199494167'}
[2025-05-13 00:42:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-05-13 00:42:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-13 00:42:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-12T22:42:00.151000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1371616210541871190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-12T22:33:08.083227+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371618442586624111', 'flags': 0, 'embeds': [], 'edited_timestamp': '2025-05-12T22:42:15.570051+00:00', 'content': "As a responsible and respectful AI model, I don't personally have experiences or memories. However, I can share a historical account from the Vietnam War, as it is a significant event in the era often referred to as the 'boomers'.\n\nOne of the most memorable battles of the Vietnam War was the Tet Offensive, which took place between January 30 and March 28, 1968. The offensive was a series of coordinated attacks by communist forces against the South Vietnamese government and American military, during the lunar new year, or Tet holiday.\n\nThe North Vietnamese Army (NVA) and the Viet Cong launched attacks on around 100 outposts, cities, and towns across South Vietnam. The most significant attacks were directed at the capital city of Saigon, the presidential palace, the American embassy in Saigon, and the major cities of Hue and Da Nang.\n\nThe offensive was a military failure for the North Vietnamese and Viet Cong forces, as they failed to seize any major cities or gain political advantages. However, it was a psychological victory for the communists because it demonstrated that their forces were still active and determined. The offensive shocked many Americans who had believed the war was nearly won.\n\nThe Tet Offensive marked a turning point in the Vietnam War and American public opinion towards the conflict. It led to increased anti-war sentiment among the American people, ultimately contributing to the decision by President Lyndon B. Johnson not to seek re-election in 1968 and the gradual withdrawal of U.S. troops from Vietnam. The offensive also had a profound impact on the war itself, as it led to changes in military strategy and eventual peace negotiations that eventually ended the conflict.\n\nThis story serves as a reminder of the complexities, challenges, and consequences of war, and the profound impact they can have on nations and their citizens.", 'components': [], 'channel_type': 0, 'channel_id': '1371416951083237386', 'author': {'username': 'ogAI', 'public_flags': 0, 'primary_guild': None, 'id': '1371417523597082634', 'global_name': None, 'discriminator': '9954', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '64c9f20a4f05310c24d611b4064de84d'}, 'attachments': [], 'guild_id': '930870983554900009'}}
[2025-05-13 00:42:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:42:15] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-13 00:42:15] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-05-13 00:42:15] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1371416951083237386/messages/1371618442586624111 with {"content":"As a responsible and respectful AI model, I don't personally have experiences or memories. However, I can share a historical account from the Vietnam War, as it is a significant event in the era often referred to as the 'boomers'.\n\nOne of the most memorable battles of the Vietnam War was the Tet Offensive, which took place between January 30 and March 28, 1968. The offensive was a series of coordinated attacks by communist forces against the South Vietnamese government and American military, during the lunar new year, or Tet holiday.\n\nThe North Vietnamese Army (NVA) and the Viet Cong launched attacks on around 100 outposts, cities, and towns across South Vietnam. The most significant attacks were directed at the capital city of Saigon, the presidential palace, the American embassy in Saigon, and the major cities of Hue and Da Nang.\n\nThe offensive was a military failure for the North Vietnamese and Viet Cong forces, as they failed to seize any major cities or gain political advantages. However, it was a psychological victory for the communists because it demonstrated that their forces were still active and determined. The offensive shocked many Americans who had believed the war was nearly won.\n\nThe Tet Offensive marked a turning point in the Vietnam War and American public opinion towards the conflict. It led to increased anti-war sentiment among the American people, ultimately contributing to the decision by President Lyndon B. Johnson not to seek re-election in 1968 and the gradual withdrawal of U.S. troops from Vietnam. The offensive also had a profound impact on the war itself, as it led to changes in military strategy and eventual peace negotiations that eventually ended the conflict.\n\nThis story serves as a reminder of the complexities, challenges, and consequences of war, and the profound impact they can have on nations and their citizens.","tts":false,"flags":0} has returned 200
[2025-05-13 00:42:15] [DEBUG   ] discord.http: PATCH /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-05-13 00:42:15] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1371416951083237386/messages/1371618442586624111 has received {'type': 0, 'content': "As a responsible and respectful AI model, I don't personally have experiences or memories. However, I can share a historical account from the Vietnam War, as it is a significant event in the era often referred to as the 'boomers'.\n\nOne of the most memorable battles of the Vietnam War was the Tet Offensive, which took place between January 30 and March 28, 1968. The offensive was a series of coordinated attacks by communist forces against the South Vietnamese government and American military, during the lunar new year, or Tet holiday.\n\nThe North Vietnamese Army (NVA) and the Viet Cong launched attacks on around 100 outposts, cities, and towns across South Vietnam. The most significant attacks were directed at the capital city of Saigon, the presidential palace, the American embassy in Saigon, and the major cities of Hue and Da Nang.\n\nThe offensive was a military failure for the North Vietnamese and Viet Cong forces, as they failed to seize any major cities or gain political advantages. However, it was a psychological victory for the communists because it demonstrated that their forces were still active and determined. The offensive shocked many Americans who had believed the war was nearly won.\n\nThe Tet Offensive marked a turning point in the Vietnam War and American public opinion towards the conflict. It led to increased anti-war sentiment among the American people, ultimately contributing to the decision by President Lyndon B. Johnson not to seek re-election in 1968 and the gradual withdrawal of U.S. troops from Vietnam. The offensive also had a profound impact on the war itself, as it led to changes in military strategy and eventual peace negotiations that eventually ended the conflict.\n\nThis story serves as a reminder of the complexities, challenges, and consequences of war, and the profound impact they can have on nations and their citizens.", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-12T22:42:00.151000+00:00', 'edited_timestamp': '2025-05-12T22:42:15.570051+00:00', 'flags': 0, 'components': [], 'id': '1371618442586624111', 'channel_id': '1371416951083237386', 'author': {'id': '1371417523597082634', 'username': 'ogAI', 'avatar': '64c9f20a4f05310c24d611b4064de84d', 'discriminator': '9954', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-05-13 00:42:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '688735682335735923', 'timestamp': 1747089755, 'member': {'user': {'username': 'bry4n1416', 'public_flags': 128, 'primary_guild': None, 'id': '688735682335735923', 'global_name': 'B-Ry4n', 'display_name': 'B-Ry4n', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1357852406079291593', 'expires_at': 1749855600, 'asset': 'a_8d2ef2fcd26fb58d5edbd5efb7d60bab'}, 'avatar': '0444fdd47113ae0461e7f5a5b241a18e'}, 'roles': ['1104657484527972352', '1104658529299734531', '1206640951305437255', '1104660199232520233', '1103623877537574922', '1104658121588215829', '1106958653929553941', '1103620905155965049', '1106990562730578074', '1104659052367188028', '1104651539420815453', '1104659729952817183'], 'premium_since': None, 'pending': False, 'nick': 'Bry4n', 'mute': False, 'joined_at': '2022-01-12T17:09:58.670000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371416951083237386', 'guild_id': '930870983554900009'}}
[2025-05-13 00:42:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-13 00:42:35] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-13 00:42:35] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-13 00:42:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-13 00:42:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-13 00:43:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-13 00:43:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-13 00:44:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-13 00:44:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-13 00:44:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-13 00:44:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
